dbpedia_5, dbpedia_10, lmdb_5, lmdb_10
.2912000000000001, .43453333333333327, .2906666666666669, .2663333333333333
.2912000000000001, .43346666666666656, .2906666666666669, .2663333333333333
.2912000000000001, .43346666666666667, .2906666666666669, .2663333333333333
.2912000000000001, .4337333333333333, .2906666666666669, .2663333333333333
.2912000000000001, .4343999999999999, .2906666666666669, .2663333333333333
.2912000000000001, .43346666666666656, .2906666666666669, .2663333333333333
.2912000000000001, .4343999999999999, .2906666666666669, .2663333333333333
.2912000000000001, .4343999999999999, .2906666666666669, .2663333333333333
.2912000000000001, .43466666666666665, .2906666666666669, .2663333333333333
.2912000000000001, .43413333333333326, .2906666666666669, .2663333333333333
